Time,PowerGenerated,AmbientTemperature,BearingShaftTemperature,GearboxBearingTemperature,GearboxOilTemperature,GeneratorRPM,GeneratorWinding1Temperature,GeneratorWinding2Temperature,MainBoxTemperature,ReactivePower,TurbineStatus,WTG,WindSpeed
2020-01-01 00:00:00+00:00,360.3612506,22.4854619,41.55423711,63.88304478,56.7573993,1061.24473,61.3568727,60.5348909,32.49983933,72.73665611,2,G01,5.546999883
2020-01-01 00:10:00+00:00,550.8144833,22.63607644,41.51749013,65.24863825,56.71368556,1222.588878,61.76158933,60.967581,32.4453125,110.1342766,2,G01,6.375833111
2020-01-01 00:20:00+00:00,658.7139832,22.6121434,41.7317713,66.55167,57.0105626,1289.27239,62.8223868,62.0894614,32.4375,134.1286021,2,G01,7.099773495
2020-01-01 00:30:00+00:00,958.6250867,22.56553447,42.26718293,69.05190857,57.77367027,1450.604747,65.02098327,64.39073687,32.38462071,193.5869106,2,G01,7.366227506
2020-01-01 00:40:00+00:00,743.454246,22.4897554,42.5659179,68.94067815,58.19829525,1333.19006,66.1477293,65.5458921,32.3599785,152.635002,2,G01,6.956224875
2020-01-01 00:50:00+00:00,556.4425789,22.42434342,42.21969873,67.95443955,58.40048267,1222.209708,65.63803592,64.99357967,32.31250073,112.3193513,2,G01,6.476373421
2020-01-01 01:00:00+00:00,496.7014926,22.34791656,41.79386956,66.83930656,58.50618844,1171.744056,64.39120778,63.707545,32.3125,100.2063794,2,G01,6.158284116
2020-01-01 01:10:00+00:00,525.9870622,22.51769767,41.65092775,67.1134535,58.44843256,1191.260178,64.09148289,63.41891378,32.3125,106.4954739,2,G01,6.2651387
2020-01-01 01:20:00+00:00,371.789686,22.4203272,41.423102,65.8603541,58.2819981,1067.82053,62.9582666,62.3013069,32.3125004,75.9072455,2,G01,5.65930475
2020-01-01 01:30:00+00:00,381.2420689,22.46448711,41.22045863,65.17349488,57.83417233,1082.945633,61.88027411,61.190136,32.29885025,76.53482884,2,G01,5.895857763
2020-01-01 01:40:00+00:00,297.7746025,22.5624158,41.0393292,64.5552384,57.6055062,1037.28405,61.0040982,60.3175857,32.2569393,61.45706625,2,G01,5.364914855
2020-01-01 01:50:00+00:00,258.0380956,22.60947378,40.86350963,63.778366,57.15682356,1029.909578,59.55304211,58.85784556,32.26298925,52.10352061,2,G01,5.306316439
2020-01-01 02:00:00+00:00,205.70424,22.7823397,40.6981089,63.0928586,56.7240286,1029.88786,58.2039816,57.5109825,32.24999,43.18587,2,G01,5.10622979
2020-01-01 02:10:00+00:00,168.780306,22.89388856,40.56002813,62.435727,56.246916,1030.0895,56.792161,56.12168833,32.19164989,34.2946676,2,G01,4.50162479
2020-01-01 02:20:00+00:00,140.9783234,22.9880482,40.441832,61.7538354,55.852389,1029.76619,55.5632281,54.9055534,32.1875,29.87132522,2,G01,4.378138744
2020-01-01 02:30:00+00:00,97.92750755,23.10634544,40.32073075,60.57996763,55.33104522,1029.963367,54.27669467,53.62552089,32.22774838,19.5699929,2,G01,3.83135981
2020-01-01 02:40:00+00:00,100.9061776,23.2470376,40.2208855,59.7573022,54.7932182,1030.21423,53.1852832,52.5288726,32.281174,19.28429532,2,G01,3.633510363
2020-01-01 02:50:00+00:00,141.5650089,23.50653644,40.10045075,60.10128875,54.51765644,1029.983178,52.53948767,51.87617333,32.38814825,28.83122566,2,G01,4.129894542
2020-01-01 03:00:00+00:00,309.2610179,23.59379778,40.06170544,61.36837989,54.58550078,1055.310767,52.93778589,52.26356722,32.555113,61.88378026,2,G01,5.347405095
2020-01-01 03:10:00+00:00,365.1275158,23.6438735,40.05367938,62.38351888,54.8064308,1076.80239,53.8530405,53.1827192,32.859375,74.16525942,2,G01,5.343163
2020-01-01 03:20:00+00:00,338.479044,23.87831456,40.02309438,62.4370545,54.93150222,1095.875356,54.40570289,53.704227,33.15723425,66.83606965,2,G01,5.33398477
2020-01-01 03:30:00+00:00,630.0544268,23.8493246,40.2012054,64.6463085,55.2817856,1251.1417,56.4944386,55.84788,33.4968563,128.3479436,2,G01,6.101468242
2020-01-01 03:40:00+00:00,504.3029156,24.11953238,40.18339171,64.77772157,55.7656635,1199.7486,57.58936537,56.94353525,33.8046825,102.5249436,2,G01,5.906699767
2020-01-01 03:50:00+00:00,527.8004942,24.2927418,40.1443101,64.9889074,56.1092506,1183.4174,58.4715667,57.8097937,34.12500044,106.6385411,2,G01,5.901510358
2020-01-01 04:00:00+00:00,363.3837661,24.64850944,40.06510788,64.00711175,56.260319,1085.715611,58.34037444,57.65367867,34.51573663,72.10114822,2,G01,5.161122006
2020-01-01 04:10:00+00:00,581.7776035,24.598727,40.1722035,65.5139785,56.5372585,1228.25613,59.2643629,58.6009746,34.85,118.6634293,2,G01,6.26478981
2020-01-01 04:20:00+00:00,445.5409605,25.04200778,40.21499663,65.54515938,57.00210422,1158.970333,59.93841889,59.30580422,35.16647256,90.888475,2,G01,5.5975419
2020-01-01 04:30:00+00:00,407.3626672,25.2298273,40.1825002,65.1538318,57.1665599,1125.29326,60.0120968,59.3289544,35.48611111,82.01693984,2,G01,5.341999879
2020-01-01 04:40:00+00:00,467.2146237,25.069741,40.15312871,65.30026714,57.217581,1157.048711,60.21411867,59.47116311,35.77678571,92.86598411,2,G01,5.552047195
2020-01-01 04:50:00+00:00,486.5177942,25.2107104,40.2615401,65.82712,57.449063,1150.70691,61.1474715,60.4341459,35.985337,100.0714215,2,G01,5.697399847
2020-01-01 05:00:00+00:00,573.195156,25.40428211,40.28432622,66.23503289,57.62308944,1214.683,61.69410522,60.968545,36.20172267,116.6336343,2,G01,5.884219845
2020-01-01 05:10:00+00:00,598.719555,25.7508969,40.48941611,67.40142344,58.1720727,1241.38041,63.0612129,62.3993631,36.43055556,122.0006643,2,G01,6.244866461
2020-01-01 05:20:00+00:00,505.8106283,25.729346,40.45980167,66.96490367,58.5003805,1165.537088,63.10978675,62.4121345,36.72959833,103.6001332,2,G01,6.145722172
2020-01-01 05:30:00+00:00,566.5281935,26.0960691,40.4949999,67.1726485,58.6356123,1215.22428,63.4821649,62.767249,36.9187496,114.8359198,,G01,6.20586985
2020-01-01 05:40:00+00:00,467.7382172,26.36425533,40.53114213,67.42143562,58.90318222,1160.894844,64.01157056,63.28836356,37.21005538,96.39574756,2,G01,5.566194344
2020-01-01 05:50:00+00:00,535.9990337,26.375066,40.5753036,67.5928002,59.1645496,1207.83363,64.2684524,63.5323727,37.4875,110.4544434,2,G01,5.896163005
2020-01-01 06:00:00+00:00,474.948603,26.49156756,40.66268725,67.6173475,59.30234344,1153.192567,64.44230167,63.700944,37.7696905,96.36946335,2,G01,5.477234875
2020-01-01 06:10:00+00:00,693.9995037,26.8392967,40.8266995,68.8377825,59.7018854,1282.72585,65.5279208,64.8300535,37.9252544,137.9166711,2,G01,6.362752374
2020-01-01 06:20:00+00:00,692.326598,27.04748078,41.113382,68.66287688,59.40813356,1300.985044,67.11385511,66.51230711,37.92950825,144.1874848,2,G01,6.522534785
2020-01-01 06:30:00+00:00,477.4722989,27.4130732,40.990194,65.4673106,57.4704777,1155.9387,66.2296855,65.5480276,37.8875,94.96835606,2,G01,5.636349794
2020-01-01 06:40:00+00:00,449.4212826,27.27530525,40.89831483,63.7709545,55.96546813,1135.993938,65.464897,64.75739525,37.90627417,92.15029742,2,G01,5.720647216
2020-01-01 06:50:00+00:00,479.6115165,27.4191925,40.8031492,63.1060626,55.4416396,1160.14886,64.5356365,63.8199223,38.00625,96.1540952,2,G01,5.659144835
2020-01-01 07:00:00+00:00,543.6587637,27.7624107,40.85899856,65.28291311,56.5711813,1200.21527,64.924406,64.2201906,38.33333333,109.3071132,2,G01,5.875120874
2020-01-01 07:10:00+00:00,588.4485772,28.2412284,40.9884971,66.5560526,57.4408835,1220.24701,65.7201961,65.0316555,38.5872047,120.0707987,2,G01,6.078060928
2020-01-01 07:20:00+00:00,585.355607,28.29002222,41.08639838,67.28096875,58.134559,1247.210478,66.09351067,65.3932,38.8281245,119.4602215,2,G01,6.27508488
2020-01-01 07:30:00+00:00,631.2617761,28.3783262,41.3602087,68.542809,58.8618524,1272.28538,67.4014251,66.7419775,38.9875,127.8931169,2,G01,6.117588761
2020-01-01 07:40:00+00:00,333.636526,28.8082,41.28942788,67.12708675,59.33761178,1054.633556,66.964175,66.25666222,39.22440288,70.42389384,2,G01,4.971094537
2020-01-01 07:50:00+00:00,495.3692078,28.6885426,41.408953,67.61531344,59.5805957,1178.64339,66.7761969,66.044413,39.375,101.9342893,2,G01,5.766655333
2020-01-01 08:00:00+00:00,379.6435723,29.1228747,41.34475711,66.98653833,59.8061624,1145.60912,66.3552522,65.5905924,39.50694444,74.41687781,2,G01,5.420994426
2020-01-01 08:10:00+00:00,386.6922202,28.9971302,41.4211868,67.5665327,60.0533632,1115.93986,66.5984146,65.8436708,39.6311356,79.72943888,2,G01,5.42281984
2020-01-01 08:20:00+00:00,539.1261789,28.83751733,41.52286438,68.60064363,60.22987533,1201.983056,66.89617,66.160176,39.75,108.7906108,2,G01,6.052599783
2020-01-01 08:30:00+00:00,398.7712705,29.257732,41.5053741,67.9200996,60.4132077,1113.75259,66.7685626,66.0089142,39.8513204,80.84788611,2,G01,5.276078753
2020-01-01 08:40:00+00:00,451.902688,29.387956,41.51209988,68.20641175,60.62552433,1153.905356,66.81855733,66.05653333,40.02372213,91.3613048,2,G01,5.513554745
2020-01-01 08:50:00+00:00,303.1173989,28.964046,41.4891441,67.5544095,60.7212349,1064.06751,66.3681634,65.6080246,40.170221,61.76575342,2,G01,4.980036658
2020-01-01 09:00:00+00:00,386.1667558,28.826566,41.513592,67.96181263,60.679194,1120.680756,66.12506156,65.36006822,40.25,78.19958932,2,G01,5.418531447
2020-01-01 09:10:00+00:00,288.9795183,29.3535578,41.4988713,67.2000499,60.6044868,1071.99685,65.4131071,64.6453794,40.2883064,57.63835167,2,G01,4.874249917
2020-01-01 09:20:00+00:00,329.1816661,29.55508733,41.48503711,67.18887478,60.57118167,1069.238133,64.99188889,64.22240067,40.3924155,66.71250739,2,G01,4.938799839
2020-01-01 09:30:00+00:00,342.8031523,29.4118582,41.4819404,67.084306,60.450791,1101.64349,64.7667224,63.9484136,40.4375,67.94371235,2,G01,4.964224795
2020-01-01 09:40:00+00:00,375.3258105,29.72983633,41.52113375,67.37967375,60.55687811,1089.240756,65.25338111,64.41949611,40.52288625,77.23825168,2,G01,5.349205126
2020-01-01 09:50:00+00:00,322.7242132,29.586357,41.51865933,67.30063067,60.57374256,1066.044833,65.52241233,64.65980622,40.60416667,65.909855,2,G01,5.114110279
2020-01-01 10:00:00+00:00,357.9137789,29.6078395,41.5733042,67.39375,60.6381088,1116.88045,65.7577495,64.889798,40.70625,72.68934045,2,G01,4.945999815
2020-01-01 10:10:00+00:00,237.2230188,29.81680056,41.5787845,66.96877813,60.66221189,1038.213,65.531164,64.65996,40.80538375,48.97902847,2,G01,4.630429206
2020-01-01 10:20:00+00:00,386.9960145,29.82219511,41.60365567,67.30701544,60.58378267,1115.341344,65.46904433,64.59547,40.85433278,76.6196943,2,G01,4.715144825
2020-01-01 10:30:00+00:00,522.6390844,29.32709367,41.72081275,68.12867575,60.72993256,1182.979811,66.18448933,65.33979544,40.875,107.9804188,2,G01,5.792727617
2020-01-01 10:40:00+00:00,536.4337711,29.1922904,41.9351607,69.2942809,61.1230509,1179.89803,67.7534212,66.963291,40.875,109.0454499,2,G01,6.168941842
2020-01-01 10:50:00+00:00,644.86155,28.89963633,42.03863638,69.81633875,61.42051511,1269.129444,68.48185722,67.697086,40.8515625,131.2787717,2,G01,6.26891477
2020-01-01 11:00:00+00:00,793.1474839,28.5822078,42.3566743,69.2663269,60.0996271,1355.97052,69.7563535,69.0397146,40.568996,161.4284378,2,G01,6.90246095
2020-01-01 11:10:00+00:00,494.547873,28.51601,42.41333225,66.66338725,58.67984567,1166.478656,69.81645844,69.09192,40.24178788,99.34209165,2,G01,5.716244775
2020-01-01 11:20:00+00:00,667.6431816,28.3712374,42.3109437,65.7971324,57.387497,1284.23561,69.3330191,68.5644109,40.04375,131.7260674,2,G01,6.410115547
2020-01-01 11:30:00+00:00,741.6466253,28.18560367,42.57397138,66.09315825,56.78813867,1308.200344,70.34271711,69.65281967,39.74644475,152.2138358,2,G01,6.650152463
2020-01-01 11:40:00+00:00,762.4981379,28.0889625,42.538804,65.399156,56.0369134,1329.7512,70.0792075,69.3693496,39.5500107,152.5063266,2,G01,6.680073468
2020-01-01 11:50:00+00:00,752.4708388,27.94608278,43.06476386,65.89449086,55.80784911,1280.861211,71.47113656,70.83902033,39.30357143,154.9773099,2,G01,6.547517359
2020-01-01 12:00:00+00:00,919.4982121,27.81038222,43.030543,65.79006363,55.20016256,1433.467856,71.35722111,70.69515444,39.14872625,184.5507068,2,G01,7.033747137
2020-01-01 12:10:00+00:00,858.4171447,27.6459721,43.1936825,65.836421,55.519972,1388.08114,71.880635,71.2461299,38.9997463,173.0071321,2,G01,7.156894374
2020-01-01 12:20:00+00:00,775.2961195,27.45207571,43.61843083,67.99798533,57.48172629,1320.048057,73.76849929,73.18235657,38.99040167,158.4010879,2,G01,6.705920853
2020-01-01 12:30:00+00:00,844.8586,27.2747401,43.4288461,68.4581286,58.112147,1383.11224,73.317166,72.6151406,39.041665,171.8163027,,G01,7.048029695
2020-01-01 12:40:00+00:00,1059.452791,27.08296033,43.934487,69.81925875,58.70641422,1470.231656,75.21811222,74.59272222,38.8515625,213.9189828,2,G01,7.640716417
2020-01-01 12:50:00+00:00,933.2130132,26.9343624,44.1449436,68.4260873,57.6404069,1434.44179,75.9761254,75.3731679,38.48125,187.2030837,2,G01,7.442041916
2020-01-01 13:00:00+00:00,1086.966836,26.74524356,44.42311063,68.67445187,57.34525489,1506.417211,76.93597944,76.36527178,38.1875,219.122561,2,G01,7.54761474
2020-01-01 13:10:00+00:00,1176.213734,26.5926426,44.7099217,68.711283,57.2020156,1552.73759,78.0244896,77.4717498,37.9125,237.6681305,2,G01,7.857820705
2020-01-01 13:20:00+00:00,1282.205296,26.4099575,45.3084115,69.67695433,57.73691863,1559.661038,81.17148175,80.67614,37.70781833,262.925254,2,G01,7.860034665
2020-01-01 13:30:00+00:00,1102.479936,26.22620478,45.25009733,68.36523811,56.89158922,1478.161667,80.862963,80.33348322,37.64651444,222.148547,2,G01,7.70122972
2020-01-01 13:40:00+00:00,1173.755003,26.1189434,45.48306867,68.74504889,57.0130627,1533.94847,81.8270836,81.2920438,37.47924778,236.0425478,2,G01,8.127344178
2020-01-01 13:50:00+00:00,1011.464742,26.06293833,45.40341767,67.778918,56.35380111,1453.774722,81.08046378,80.52471444,37.31347378,204.159307,2,G01,7.63423456
2020-01-01 14:00:00+00:00,817.6726961,25.9706905,45.09377138,66.05422513,55.3991722,1371.30265,79.2484114,78.5994939,37.1328125,166.6393678,2,G01,7.073883044
2020-01-01 14:10:00+00:00,804.8492105,25.9198686,44.85689589,65.35452333,54.7648174,1366.6491,77.7495155,77.071089,36.93749667,163.9052416,2,G01,7.034483953
2020-01-01 14:20:00+00:00,646.6734389,25.75045689,44.45978786,65.351558,55.417128,1285.042478,76.09309833,75.36023322,36.9375,133.1706857,2,G01,6.345405344
2020-01-01 14:30:00+00:00,668.951096,25.67874922,44.17557738,66.35850112,56.306709,1296.465156,74.96906,74.20355511,37.01856925,136.7433382,2,G01,6.239984815
2020-01-01 14:40:00+00:00,643.0634661,25.5785685,43.9931587,66.6224844,56.9092145,1285.74157,74.2118665,73.4322203,37.017955,129.9692372,2,G01,6.451027572
2020-01-01 14:50:00+00:00,632.28914,25.52859322,43.89745713,67.17013875,57.56605378,1262.271822,73.62619889,72.84423711,36.95978175,128.4032516,2,G01,6.535262979
2020-01-01 15:00:00+00:00,611.9585765,25.4515876,43.7209742,67.1808976,57.8871855,1238.92411,72.8811716,72.0613646,36.9249836,123.3489648,2,G01,6.233799845
2020-01-01 15:10:00+00:00,805.8474,25.42980133,44.009734,69.01318063,58.59459878,1370.617911,73.24211833,72.48666167,36.84375,163.23013,2,G01,6.847316506
2020-01-01 15:20:00+00:00,892.9321895,25.3777247,44.2901108,69.274247,58.572692,1406.61493,74.0070804,73.3182605,36.6456866,181.553713,2,G01,7.399674725
2020-01-01 15:30:00+00:00,678.2158558,25.25009478,44.134822,66.38572,56.84238089,1284.505233,73.28458167,72.57153667,36.3125,137.9711148,2,G01,6.968331284
2020-01-01 15:40:00+00:00,756.8027363,25.12598311,44.00010467,65.41068644,55.64244456,1342.055956,72.35389167,71.63226944,36.10387463,153.2813853,2,G01,6.914852368
2020-01-01 15:50:00+00:00,770.1803815,25.0380873,44.0480217,65.6560524,55.4610323,1357.39988,71.9694059,71.2675645,35.9375,156.143665,,G01,6.696314775
2020-01-01 16:00:00+00:00,829.7764924,24.98653275,44.1442845,67.20407067,56.680484,1373.835125,71.95748725,71.26476188,35.986581,167.5304835,2,G01,6.996999782
2020-01-01 16:10:00+00:00,770.90842,24.93044422,44.08900375,68.26259513,57.481163,1354.6079,72.17663922,71.48495278,35.99809875,155.8101805,2,G01,6.665079815
2020-01-01 16:20:00+00:00,836.4382039,24.8443922,43.9755893,69.1052725,58.3403173,1393.61839,72.4111051,71.7191458,35.9247604,171.0443556,2,G01,6.885916333
2020-01-01 16:30:00+00:00,1062.714887,24.724043,44.09007563,68.90903313,57.84079544,1488.419378,73.29360889,72.65794156,35.7266675,212.5982855,2,G01,7.6373197
2020-01-01 16:40:00+00:00,1282.195694,24.6358481,44.7741467,69.367826,57.6341553,1578.05651,75.8590288,75.347303,35.375,259.1005011,2,G01,8.389194106
